1	1592
2	1584
3	1584
4	1584
5	1584
6	1584
7	1584
8	1584
9	1584
10	1584
11	1584
12	1578
13	1578
14	1578
15	1578
16	1578
17	1578
18	1569
19	1569
20	1559
21	1551
22	1551
23	1551
24	1551
25	1551
26	1551
27	1551
28	1551
29	1551
30	1551
31	1551
32	1551
33	1551
34	1551
35	1551
36	1551
37	1551
38	1551
39	1551
40	1551
41	1551
42	1551
43	1551
44	1551
45	1551
46	1551
47	1551
48	1551
49	1551
50	1551
51	1551
52	1551
53	1551
54	1551
55	1551
56	1551
57	1551
58	1551
59	1551
60	1551
61	1551
62	1551
63	1551
64	1551
65	1551
66	1551
67	1551
68	1551
69	1551
70	1551
71	1551
72	1551
73	1551
74	1551
75	1551
76	1551
77	1551
78	1551
79	1551
80	1551
81	1551
82	1551
83	1551
84	1551
85	1551
86	1551
87	1551
88	1551
89	1551
90	1551
91	1551
92	1551
93	1551
94	1551
95	1551
96	1551
97	1551
98	1551
99	1551
100	1551
101	1551
102	1551
103	1551
104	1551
105	1551
106	1551
107	1551
108	1551
109	1551
110	1551
111	1551
112	1551
113	1551
114	1551
115	1551
116	1551
117	1551
118	1551
119	1551
120	1551
121	1551
122	1551
123	1551
124	1551
125	1551
126	1551
127	1551
128	1551
129	1551
130	1551
131	1551
132	1551
133	1551
134	1551
135	1551
136	1551
137	1551
138	1551
139	1551
140	1551
141	1551
142	1551
143	1551
144	1551
145	1551
146	1551
147	1551
148	1551
149	1551
150	1551
151	1551
152	1551
153	1551
154	1551
155	1551
156	1551
157	1551
158	1551
159	1551
160	1551
161	1551
162	1551
163	1551
164	1551
165	1551
166	1551
167	1551
168	1551
169	1551
170	1551
171	1551
172	1551
173	1551
174	1551
175	1551
176	1551
177	1551
178	1551
179	1551
180	1551
181	1551
182	1551
183	1551
184	1551
185	1551
186	1551
187	1551
188	1551
189	1551
190	1551
191	1551
192	1551
193	1551
194	1551
195	1551
196	1551
197	1551
198	1551
199	1551
200	1551
201	1551
202	1545
203	1545
204	1545
205	1545
206	1545
207	1545
208	1545
209	1545
210	1545
211	1545
212	1545
213	1545
214	1538
215	1538
216	1538
217	1538
218	1538
219	1538
220	1538
221	1538
222	1538
223	1538
224	1538
225	1538
226	1538
227	1538
228	1538
229	1538
230	1538
231	1538
232	1538
233	1538
234	1538
235	1538
236	1538
237	1538
238	1538
239	1538
240	1538
241	1538
242	1538
243	1538
244	1538
245	1538
246	1538
247	1538
248	1538
249	1538
250	1538
251	1538
252	1538
253	1538
254	1538
255	1538
256	1538
257	1538
258	1538
259	1538
260	1538
261	1538
262	1538
263	1538
264	1538
265	1538
266	1538
267	1538
268	1538
269	1538
270	1538
271	1538
272	1538
273	1538
274	1538
275	1538
276	1538
277	1538
278	1538
279	1538
280	1538
281	1538
282	1538
283	1538
284	1538
285	1538
286	1538
287	1538
288	1538
289	1538
290	1538
291	1538
292	1538
293	1538
294	1538
295	1538
296	1538
297	1538
298	1538
299	1538
300	1538
301	1538
302	1538
303	1538
304	1538
305	1538
306	1538
307	1538
308	1538
309	1538
310	1538
311	1538
312	1538
313	1538
314	1538
315	1538
316	1538
317	1538
318	1538
319	1538
320	1538
321	1538
322	1538
323	1538
324	1538
325	1538
326	1538
327	1538
328	1538
329	1538
330	1538
331	1538
332	1538
333	1538
334	1538
335	1538
336	1538
337	1538
338	1538
339	1538
340	1538
341	1538
342	1538
343	1538
344	1538
345	1538
346	1538
347	1538
348	1538
349	1538
350	1538
351	1538
352	1538
353	1538
354	1538
355	1538
356	1538
357	1538
358	1538
359	1538
360	1538
361	1538
362	1538
363	1538
364	1538
365	1538
366	1538
367	1538
368	1538
369	1538
370	1538
371	1538
372	1538
373	1538
374	1538
375	1538
376	1538
377	1538
378	1538
379	1538
380	1538
381	1538
382	1538
383	1538
384	1538
385	1538
386	1538
387	1538
388	1538
389	1538
390	1538
391	1538
392	1538
393	1538
394	1538
395	1538
396	1538
397	1538
398	1538
399	1538
400	1538
401	1538
402	1538
403	1538
404	1538
405	1538
406	1538
407	1538
408	1538
409	1538
410	1538
411	1538
412	1538
413	1538
414	1538
415	1538
416	1538
417	1538
418	1538
419	1538
420	1538
421	1538
422	1538
423	1538
424	1538
425	1538
426	1538
427	1538
428	1538
429	1538
430	1538
431	1538
432	1538
433	1538
434	1538
435	1538
436	1538
437	1538
438	1538
439	1538
440	1538
441	1538
442	1538
443	1538
444	1538
445	1538
446	1538
447	1538
448	1538
449	1538
450	1538
451	1538
452	1538
453	1538
454	1538
455	1538
456	1538
457	1538
458	1538
459	1538
460	1538
461	1538
462	1538
463	1538
464	1538
465	1538
466	1538
467	1538
468	1538
469	1538
470	1538
471	1538
472	1538
473	1538
474	1538
475	1538
476	1538
477	1538
478	1538
479	1538
480	1538
481	1538
482	1538
483	1538
484	1538
485	1538
486	1538
487	1538
488	1538
489	1538
490	1538
491	1538
492	1538
493	1538
494	1538
495	1538
496	1538
497	1538
498	1538
499	1538
500	1538
